0	0					
0.1	0.028					
0.2	0.055					
0.3	0.091					
0.4	0.136					
0.5	0.189					
0.6	0.251					
0.7	0.321					
0.8	0.4					
0.9	0.488					
1	0.583					
1.1	0.688					
1.2	0.803					
1.3	0.927					
1.4	1.069					
1.5	1.269					
