0	0				
0.1	0.009				
0.2	0.023				
0.3	0.04				
0.4	0.06				
0.5	0.084				
0.6	0.111				
0.7	0.142				
0.8	0.176				
0.9	0.213				
1	0.255				
1.1	0.3				
1.2	0.347				
1.3	0.399				
1.4	0.454				
1.5	0.513				
1.6	0.575				
1.7	0.637				
1.8	0.703				
1.9	0.772				
2	0.844				
2.1	0.919				
2.2	0.999				
2.3	1.082				
2.4	1.169				
2.5	1.266				
