0	0				
0.1	0.038				
0.2	0.077				
0.3	0.131				
0.4	0.2				
0.5	0.285				
0.6	0.388				
0.7	0.496				
0.8	0.632				
0.9	0.786				
1	0.969				
1.1	1.232				
